"","X","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","mean_case","mean_control","log2","sender_log2FC","receiver_log2FC"
"193",193,"Mono:LGALS9_T:CD44","Mono","LGALS9","T","CD44",0.503714285714286,0.359666666666667,0.485945188495716,NA,0.266350860042238
"194",194,"NK:LGALS9_HSPC:CD44","NK","LGALS9","HSPC","CD44",0.441,0.233333333333333,0.918386234446348,NA,0.309930995647344
"195",195,"NK:LGALS9_T:CD44","NK","LGALS9","T","CD44",0.393333333333333,0.252,0.642328720028131,NA,0.266350860042238
"196",196,"B:ADAM10_HSPC:CD44","B","ADAM10","HSPC","CD44",0.452714285714286,0.274333333333333,0.72267090262416,NA,0.309930995647344
"197",197,"B:ADAM10_T:CD44","B","ADAM10","T","CD44",0.374571428571429,0.292833333333333,0.35516107287693,NA,0.266350860042238
"198",198,"DC:ADAM10_HSPC:CD44","DC","ADAM10","HSPC","CD44",0.521833333333333,0.2985,0.805858171152709,NA,0.309930995647344
"199",199,"DC:ADAM10_T:CD44","DC","ADAM10","T","CD44",0.4405,0.317166666666667,0.473900863367548,NA,0.266350860042238
"200",200,"Ery:ADAM10_HSPC:CD44","Ery","ADAM10","HSPC","CD44",0.353333333333333,0.264333333333333,0.418671493746583,NA,0.309930995647344
"201",201,"Ery:ADAM10_T:CD44","Ery","ADAM10","T","CD44",0.303,0.282833333333333,0.0993656346514438,NA,0.266350860042238
"202",202,"Gran:ADAM10_HSPC:CD44","Gran","ADAM10","HSPC","CD44",0.559428571428571,0.322666666666667,0.793909390992652,NA,0.309930995647344
"203",203,"Gran:ADAM10_T:CD44","Gran","ADAM10","T","CD44",0.481285714285714,0.3415,0.495008022774063,NA,0.266350860042238
"204",204,"HSPC:ADAM10_HSPC:CD44","HSPC","ADAM10","HSPC","CD44",0.509428571428571,0.294166666666667,0.792246098130004,NA,0.309930995647344
"205",205,"HSPC:ADAM10_T:CD44","HSPC","ADAM10","T","CD44",0.430857142857143,0.312833333333333,0.461815357101342,NA,0.266350860042238
"206",206,"Mono:ADAM10_HSPC:CD44","Mono","ADAM10","HSPC","CD44",0.573714285714286,0.336166666666667,0.771155764001363,NA,0.309930995647344
"207",207,"Mono:ADAM10_T:CD44","Mono","ADAM10","T","CD44",0.495571428571429,0.3545,0.483307385989262,NA,0.266350860042238
"208",208,"NK:ADAM10_HSPC:CD44","NK","ADAM10","HSPC","CD44",0.475333333333333,0.298,0.67362724526057,NA,0.309930995647344
"209",209,"NK:ADAM10_T:CD44","NK","ADAM10","T","CD44",0.428,0.3165,0.435405296972806,NA,0.266350860042238
"210",210,"T:ADAM10_HSPC:CD44","T","ADAM10","HSPC","CD44",0.469571428571429,0.265833333333333,0.82082261109163,NA,0.309930995647344
"211",211,"T:ADAM10_T:CD44","T","ADAM10","T","CD44",0.391,0.2845,0.45873995500077,NA,0.266350860042238
"212",212,"Gran:LPL_HSPC:CD44","Gran","LPL","HSPC","CD44",0.213666666666667,0.219,-0.0355690137035886,NA,0.309930995647344
"213",213,"Gran:LPL_T:CD44","Gran","LPL","T","CD44",0.178833333333333,0.237666666666667,-0.410323905687366,NA,0.266350860042238
"216",216,"B:VIM_HSPC:CD44","B","VIM","HSPC","CD44",0.842285714285714,0.529333333333333,0.670133190615664,NA,0.309930995647344
"217",217,"B:VIM_T:CD44","B","VIM","T","CD44",0.764,0.548166666666667,0.478958035921502,NA,0.266350860042238
"218",218,"DC:VIM_HSPC:CD44","DC","VIM","HSPC","CD44",1.09666666666667,0.943833333333333,0.216521054135022,NA,0.309930995647344
"219",219,"DC:VIM_T:CD44","DC","VIM","T","CD44",1.0155,0.962333333333333,0.0775816327813271,NA,0.266350860042238
"222",222,"Gran:VIM_HSPC:CD44","Gran","VIM","HSPC","CD44",1.13885714285714,0.980166666666667,0.216487798340678,NA,0.309930995647344
"223",223,"Gran:VIM_T:CD44","Gran","VIM","T","CD44",1.06042857142857,0.999,0.0860908636539126,NA,0.266350860042238
"224",224,"HSPC:VIM_HSPC:CD44","HSPC","VIM","HSPC","CD44",0.988857142857143,0.729333333333333,0.439183782036443,NA,0.309930995647344
"225",225,"HSPC:VIM_T:CD44","HSPC","VIM","T","CD44",0.910714285714286,0.748,0.283960244688342,NA,0.266350860042238
"226",226,"Mono:VIM_HSPC:CD44","Mono","VIM","HSPC","CD44",1.141,0.947833333333333,0.267593488057606,NA,0.309930995647344
"227",227,"Mono:VIM_T:CD44","Mono","VIM","T","CD44",1.06242857142857,0.966333333333333,0.136773017410033,NA,0.266350860042238
"228",228,"NK:VIM_B:CD44","NK","VIM","B","CD44",0.579166666666667,0.407166666666667,0.508359114230976,0.288593371465296,NA
"229",229,"NK:VIM_DC:CD44","NK","VIM","DC","CD44",0.7464,0.567833333333333,0.394481444589206,0.288593371465296,NA
"230",230,"NK:VIM_Ery:CD44","NK","VIM","Ery","CD44",0.44,0.400333333333333,0.136301778540182,0.288593371465296,NA
"231",231,"NK:VIM_Gran:CD44","NK","VIM","Gran","CD44",0.7955,0.622166666666667,0.354560827749134,0.288593371465296,NA
"232",232,"NK:VIM_HSPC:CD44","NK","VIM","HSPC","CD44",0.7225,0.4705,0.618802864659504,0.288593371465296,0.309930995647344
"233",233,"NK:VIM_Mono:CD44","NK","VIM","Mono","CD44",0.8545,0.693333333333333,0.301531369368841,0.288593371465296,NA
"234",234,"NK:VIM_NK:CD44","NK","VIM","NK","CD44",0.549166666666667,0.406833333333333,0.43280617011426,0.288593371465296,NA
"235",235,"NK:VIM_T:CD44","NK","VIM","T","CD44",0.675,0.489166666666667,0.464561404661935,0.288593371465296,0.266350860042238
"236",236,"T:VIM_HSPC:CD44","T","VIM","HSPC","CD44",0.873,0.677833333333333,0.365051068888463,NA,0.309930995647344
"237",237,"T:VIM_T:CD44","T","VIM","T","CD44",0.794714285714286,0.6965,0.190312925594755,NA,0.266350860042238
"239",239,"B:SRGN_T:CD44","B","SRGN","T","CD44",0.524857142857143,0.314,0.741160240162119,NA,0.266350860042238
"240",240,"DC:SRGN_HSPC:CD44","DC","SRGN","HSPC","CD44",0.922833333333333,0.7815,0.239824242809576,NA,0.309930995647344
"241",241,"DC:SRGN_T:CD44","DC","SRGN","T","CD44",0.841666666666667,0.8005,0.0723475792891061,NA,0.266350860042238
"242",242,"Ery:SRGN_HSPC:CD44","Ery","SRGN","HSPC","CD44",0.569166666666667,0.387666666666667,0.554034481704235,NA,0.309930995647344
"243",243,"Ery:SRGN_T:CD44","Ery","SRGN","T","CD44",0.474666666666667,0.406333333333333,0.224251020346186,NA,0.266350860042238
"244",244,"Gran:SRGN_HSPC:CD44","Gran","SRGN","HSPC","CD44",1.14128571428571,0.935666666666667,0.286593444082798,NA,0.309930995647344
"245",245,"Gran:SRGN_T:CD44","Gran","SRGN","T","CD44",1.06271428571429,0.954333333333333,0.155188606003022,NA,0.266350860042238
"246",246,"HSPC:SRGN_HSPC:CD44","HSPC","SRGN","HSPC","CD44",0.889142857142857,0.619333333333333,0.521699137267091,NA,0.309930995647344
"247",247,"HSPC:SRGN_T:CD44","HSPC","SRGN","T","CD44",0.811,0.637833333333333,0.346522419269934,NA,0.266350860042238
"248",248,"Mono:SRGN_HSPC:CD44","Mono","SRGN","HSPC","CD44",1.12885714285714,0.9055,0.318076377969898,NA,0.309930995647344
"249",249,"Mono:SRGN_T:CD44","Mono","SRGN","T","CD44",1.05028571428571,0.924333333333333,0.184296728913108,NA,0.266350860042238
"250",250,"NK:SRGN_HSPC:CD44","NK","SRGN","HSPC","CD44",0.989833333333333,0.711,0.477336066947978,NA,0.309930995647344
"251",251,"NK:SRGN_T:CD44","NK","SRGN","T","CD44",0.942333333333333,0.729666666666667,0.368999928650229,NA,0.266350860042238
"252",252,"T:SRGN_B:CD44","T","SRGN","B","CD44",0.786857142857143,0.501,0.651291128882151,0.301996973768191,NA
"253",253,"T:SRGN_DC:CD44","T","SRGN","DC","CD44",0.910833333333333,0.661833333333333,0.460719135034799,0.301996973768191,NA
"254",254,"T:SRGN_Ery:CD44","T","SRGN","Ery","CD44",0.639833333333333,0.494,0.373185112541116,0.301996973768191,NA
"255",255,"T:SRGN_Gran:CD44","T","SRGN","Gran","CD44",0.993,0.716,0.471834130264118,0.301996973768191,NA
"256",256,"T:SRGN_HSPC:CD44","T","SRGN","HSPC","CD44",0.948857142857143,0.5645,0.749217314672103,0.301996973768191,0.309930995647344
"257",257,"T:SRGN_Mono:CD44","T","SRGN","Mono","CD44",1.04171428571429,0.787333333333333,0.403913175305529,0.301996973768191,NA
"258",258,"T:SRGN_NK:CD44","T","SRGN","NK","CD44",0.761333333333333,0.500833333333333,0.604197659764295,0.301996973768191,NA
"259",259,"T:SRGN_T:CD44","T","SRGN","T","CD44",0.870428571428571,0.583166666666667,0.577817654441012,0.301996973768191,0.266350860042238
"261",261,"Ery:LAMC1_T:CD44","Ery","LAMC1","T","CD44",0.104333333333333,0.0576666666666667,0.855390619295894,NA,0.266350860042238
"264",264,"HSPC:COL6A1_HSPC:CD44","HSPC","COL6A1","HSPC","CD44",0.276857142857143,0.149333333333333,0.890605512021029,NA,0.309930995647344
"265",265,"HSPC:COL6A1_T:CD44","HSPC","COL6A1","T","CD44",0.236,0.156333333333333,0.594161437567621,NA,0.266350860042238
"266",266,"NK:COL6A2_HSPC:CD44","NK","COL6A2","HSPC","CD44",0.314166666666667,0.249333333333333,0.33345434826839,NA,0.309930995647344
"267",267,"NK:COL6A2_T:CD44","NK","COL6A2","T","CD44",0.284166666666667,0.268,0.0845043327326061,NA,0.266350860042238
"268",268,"T:COL6A2_HSPC:CD44","T","COL6A2","HSPC","CD44",0.437285714285714,0.232666666666667,0.910311681980891,NA,0.309930995647344
"269",269,"T:COL6A2_T:CD44","T","COL6A2","T","CD44",0.359142857142857,0.251333333333333,0.514955799815396,NA,0.266350860042238
"270",270,"B:VCAN_HSPC:CD44","B","VCAN","HSPC","CD44",0.369714285714286,0.227666666666667,0.699487712365969,NA,0.309930995647344
"271",271,"B:VCAN_T:CD44","B","VCAN","T","CD44",0.288428571428571,0.246333333333333,0.227602219848874,NA,0.266350860042238
"272",272,"DC:VCAN_HSPC:CD44","DC","VCAN","HSPC","CD44",0.550166666666667,0.386666666666667,0.508778333207601,NA,0.309930995647344
"273",273,"DC:VCAN_T:CD44","DC","VCAN","T","CD44",0.469,0.4055,0.209886008298103,NA,0.266350860042238
"276",276,"Gran:VCAN_HSPC:CD44","Gran","VCAN","HSPC","CD44",0.792857142857143,0.686666666666667,0.207451012717802,NA,0.309930995647344
"277",277,"Gran:VCAN_T:CD44","Gran","VCAN","T","CD44",0.714857142857143,0.705333333333333,0.019349740715346,NA,0.266350860042238
"280",280,"Mono:VCAN_HSPC:CD44","Mono","VCAN","HSPC","CD44",0.946857142857143,0.740333333333333,0.354971788338023,NA,0.309930995647344
"281",281,"Mono:VCAN_T:CD44","Mono","VCAN","T","CD44",0.868571428571429,0.759166666666667,0.194227848305087,NA,0.266350860042238
"282",282,"NK:VCAN_HSPC:CD44","NK","VCAN","HSPC","CD44",0.358166666666667,0.230666666666667,0.634821539791059,NA,0.309930995647344
"283",283,"NK:VCAN_T:CD44","NK","VCAN","T","CD44",0.318,0.2495,0.349986949947095,NA,0.266350860042238
"284",284,"T:VCAN_HSPC:CD44","T","VCAN","HSPC","CD44",0.431714285714286,0.222666666666667,0.955191231354329,NA,0.309930995647344
"285",285,"T:VCAN_T:CD44","T","VCAN","T","CD44",0.353571428571429,0.241333333333333,0.550974501434681,NA,0.266350860042238
"286",286,"DC:HGF_HSPC:CD44","DC","HGF","HSPC","CD44",0.341666666666667,0.222166666666667,0.620947129303835,NA,0.309930995647344
"287",287,"DC:HGF_T:CD44","DC","HGF","T","CD44",0.260333333333333,0.240833333333333,0.112324960753938,NA,0.266350860042238
"290",290,"Gran:HGF_HSPC:CD44","Gran","HGF","HSPC","CD44",0.488285714285714,0.274666666666667,0.830043733156473,NA,0.309930995647344
"291",291,"Gran:HGF_T:CD44","Gran","HGF","T","CD44",0.41,0.293333333333333,0.483082886701943,NA,0.266350860042238
"292",292,"HSPC:HGF_HSPC:CD44","HSPC","HGF","HSPC","CD44",0.416,0.244333333333333,0.767732830728436,NA,0.309930995647344
"293",293,"HSPC:HGF_T:CD44","HSPC","HGF","T","CD44",0.332571428571429,0.262833333333333,0.339515976781326,NA,0.266350860042238
"294",294,"Mono:HGF_HSPC:CD44","Mono","HGF","HSPC","CD44",0.382571428571429,0.237166666666667,0.68982787746138,NA,0.309930995647344
"295",295,"Mono:HGF_T:CD44","Mono","HGF","T","CD44",0.312857142857143,0.255666666666667,0.291239965649154,NA,0.266350860042238
"296",296,"B:PKM_HSPC:CD44","B","PKM","HSPC","CD44",0.497285714285714,0.270333333333333,0.879335573169962,NA,0.309930995647344
"297",297,"B:PKM_T:CD44","B","PKM","T","CD44",0.419142857142857,0.289166666666667,0.535540786871319,NA,0.266350860042238
"298",298,"DC:PKM_HSPC:CD44","DC","PKM","HSPC","CD44",0.563166666666667,0.473666666666667,0.249689795921021,NA,0.309930995647344
"299",299,"DC:PKM_T:CD44","DC","PKM","T","CD44",0.487333333333333,0.492166666666667,-0.0142380451815169,NA,0.266350860042238
"300",300,"Ery:PKM_HSPC:CD44","Ery","PKM","HSPC","CD44",0.328333333333333,0.188,0.804428561944945,NA,0.309930995647344
"301",301,"Ery:PKM_T:CD44","Ery","PKM","T","CD44",0.267166666666667,0.1885,0.503175496164728,NA,0.266350860042238
"302",302,"Gran:PKM_HSPC:CD44","Gran","PKM","HSPC","CD44",0.778285714285714,0.635166666666667,0.293164673863455,NA,0.309930995647344
"303",303,"Gran:PKM_T:CD44","Gran","PKM","T","CD44",0.7,0.653833333333333,0.0984319924763892,NA,0.266350860042238
"304",304,"HSPC:PKM_HSPC:CD44","HSPC","PKM","HSPC","CD44",0.641428571428571,0.408166666666667,0.652130249728083,NA,0.309930995647344
"305",305,"HSPC:PKM_T:CD44","HSPC","PKM","T","CD44",0.563285714285714,0.426666666666667,0.400757478884006,NA,0.266350860042238
"306",306,"Mono:PKM_HSPC:CD44","Mono","PKM","HSPC","CD44",0.729571428571429,0.5105,0.51513827077701,NA,0.309930995647344
"307",307,"Mono:PKM_T:CD44","Mono","PKM","T","CD44",0.651142857142857,0.529333333333333,0.298797590785891,NA,0.266350860042238
"308",308,"NK:PKM_HSPC:CD44","NK","PKM","HSPC","CD44",0.4965,0.259,0.93884161984182,NA,0.309930995647344
"309",309,"NK:PKM_T:CD44","NK","PKM","T","CD44",0.449166666666667,0.278166666666667,0.691301318277269,NA,0.266350860042238
"310",310,"T:PKM_HSPC:CD44","T","PKM","HSPC","CD44",0.509142857142857,0.291,0.807051356556034,NA,0.309930995647344
"311",311,"T:PKM_T:CD44","T","PKM","T","CD44",0.430714285714286,0.3095,0.476791765515578,NA,0.266350860042238
"312",312,"B:TIMP2_HSPC:CD44","B","TIMP2","HSPC","CD44",0.434285714285714,0.233666666666667,0.894192552983877,NA,0.309930995647344
"313",313,"B:TIMP2_T:CD44","B","TIMP2","T","CD44",0.355857142857143,0.252,0.497874460683316,NA,0.266350860042238
"314",314,"DC:TIMP2_HSPC:CD44","DC","TIMP2","HSPC","CD44",0.518,0.347333333333333,0.576631226129202,NA,0.309930995647344
"315",315,"DC:TIMP2_T:CD44","DC","TIMP2","T","CD44",0.436666666666667,0.365833333333333,0.255345872002092,NA,0.266350860042238
"316",316,"Gran:TIMP2_HSPC:CD44","Gran","TIMP2","HSPC","CD44",0.610428571428571,0.403833333333333,0.596062490893317,NA,0.309930995647344
"317",317,"Gran:TIMP2_T:CD44","Gran","TIMP2","T","CD44",0.532142857142857,0.422666666666667,0.332293258761031,NA,0.266350860042238
"318",318,"HSPC:TIMP2_HSPC:CD44","HSPC","TIMP2","HSPC","CD44",0.491714285714286,0.270833333333333,0.860414957900576,NA,0.309930995647344
"319",319,"HSPC:TIMP2_T:CD44","HSPC","TIMP2","T","CD44",0.413142857142857,0.289333333333333,0.51390818317019,NA,0.266350860042238
"320",320,"Mono:TIMP2_HSPC:CD44","Mono","TIMP2","HSPC","CD44",0.636285714285714,0.4535,0.488572180201663,NA,0.309930995647344
"321",321,"Mono:TIMP2_T:CD44","Mono","TIMP2","T","CD44",0.557857142857143,0.472166666666667,0.240599525314795,NA,0.266350860042238
"322",322,"NK:TGFB1_DC:ITGB8","NK","TGFB1","DC","ITGB8",0.1986,0.228333333333333,-0.201275864485721,0.295412803381332,NA
"323",323,"T:TGFB1_DC:ITGB8","T","TGFB1","DC","ITGB8",0.152,0.1295,0.231119225757031,0.27420084052862,NA
"327",327,"DC:F13A1_Gran:ITGA4","DC","F13A1","Gran","ITGA4",0.091,0.147833333333333,-0.700033153381212,NA,0.26934471267845
"328",328,"Gran:F13A1_Gran:ITGA4","Gran","F13A1","Gran","ITGA4",0.201714285714286,0.174166666666667,0.211844724966487,NA,0.26934471267845
"330",330,"Mono:F13A1_Gran:ITGA4","Mono","F13A1","Gran","ITGA4",0.215428571428571,0.1465,0.556308936788812,NA,0.26934471267845
"331",331,"B:VCAN_Gran:ITGA4","B","VCAN","Gran","ITGA4",0.221857142857143,0.119666666666667,0.890609659227802,NA,0.26934471267845
"332",332,"DC:VCAN_Gran:ITGA4","DC","VCAN","Gran","ITGA4",0.34,0.278666666666667,0.286994304777975,NA,0.26934471267845
"334",334,"Gran:VCAN_Gran:ITGA4","Gran","VCAN","Gran","ITGA4",0.596714285714286,0.578666666666667,0.0443077743818657,NA,0.26934471267845
"336",336,"Mono:VCAN_Gran:ITGA4","Mono","VCAN","Gran","ITGA4",0.750714285714286,0.6325,0.247198457210264,NA,0.26934471267845
"337",337,"NK:VCAN_Gran:ITGA4","NK","VCAN","Gran","ITGA4",0.199,0.122666666666667,0.698025165207792,NA,0.26934471267845
"341",341,"Gran:THBS1_Gran:ITGA4","Gran","THBS1","Gran","ITGA4",0.268428571428571,0.1915,0.487193847437494,NA,0.26934471267845
"342",342,"Mono:THBS1_Gran:ITGA4","Mono","THBS1","Gran","ITGA4",0.326142857142857,0.308333333333333,0.081013167484579,NA,0.26934471267845
"344",344,"T:THBS1_Gran:ITGA4","T","THBS1","Gran","ITGA4",0.191428571428571,0.1125,0.766881172070494,NA,0.26934471267845
"345",345,"DC:CD14_Gran:ITGA4","DC","CD14","Gran","ITGA4",0.1415,0.173166666666667,-0.291359195351173,NA,0.26934471267845
"347",347,"Gran:CD14_Gran:ITGA4","Gran","CD14","Gran","ITGA4",0.297714285714286,0.315833333333333,-0.0852349921163939,NA,0.26934471267845
"349",349,"Mono:CD14_Gran:ITGA4","Mono","CD14","Gran","ITGA4",0.447571428571429,0.512833333333333,-0.196372095298939,NA,0.26934471267845
"350",350,"NK:TGFB1_DC:ENG","NK","TGFB1","DC","ENG",0.2716,0.3025,-0.155451662804587,0.295412803381332,NA
"351",351,"NK:TGFB1_Ery:ENG","NK","TGFB1","Ery","ENG",0.3128,0.4515,-0.529485475060868,0.295412803381332,NA
"352",352,"NK:TGFB1_Gran:ENG","NK","TGFB1","Gran","ENG",0.238666666666667,0.301833333333333,-0.338755053685912,0.295412803381332,NA
"353",353,"NK:TGFB1_HSPC:ENG","NK","TGFB1","HSPC","ENG",0.406,0.320166666666667,0.342656614240805,0.295412803381332,NA
"354",354,"NK:TGFB1_Mono:ENG","NK","TGFB1","Mono","ENG",0.414833333333333,0.311666666666667,0.412527960206037,0.295412803381332,NA
"355",355,"T:TGFB1_DC:ENG","T","TGFB1","DC","ENG",0.212666666666667,0.186833333333333,0.186842050959442,0.27420084052862,NA
"356",356,"T:TGFB1_Ery:ENG","T","TGFB1","Ery","ENG",0.244333333333333,0.335666666666667,-0.458178579872973,0.27420084052862,NA
"357",357,"T:TGFB1_Gran:ENG","T","TGFB1","Gran","ENG",0.183571428571429,0.186166666666667,-0.0202532477385223,0.27420084052862,NA
"358",358,"T:TGFB1_HSPC:ENG","T","TGFB1","HSPC","ENG",0.312428571428571,0.204166666666667,0.613779049821713,0.27420084052862,NA
"359",359,"T:TGFB1_Mono:ENG","T","TGFB1","Mono","ENG",0.320571428571429,0.195833333333333,0.711019497819983,0.27420084052862,NA
"363",363,"Mono:CXCL8_DC:SDC2","Mono","CXCL8","DC","SDC2",0.221166666666667,0.227,-0.0375583326418779,0.283288905429481,NA
"364",364,"Mono:CXCL8_Gran:SDC2","Mono","CXCL8","Gran","SDC2",0.206,0.1705,0.272872598159046,0.283288905429481,NA
"365",365,"Mono:CXCL8_Mono:SDC2","Mono","CXCL8","Mono","SDC2",0.372571428571429,0.2655,0.48880518136932,0.283288905429481,NA
"366",366,"NK:TGFB1_DC:SDC2","NK","TGFB1","DC","SDC2",0.279,0.252,0.146841388329271,0.295412803381332,NA
"367",367,"NK:TGFB1_Gran:SDC2","NK","TGFB1","Gran","SDC2",0.183833333333333,0.148666666666667,0.306317175671078,0.295412803381332,NA
"368",368,"NK:TGFB1_Mono:SDC2","NK","TGFB1","Mono","SDC2",0.399666666666667,0.307333333333333,0.378993002984886,0.295412803381332,NA
"369",369,"T:TGFB1_DC:SDC2","T","TGFB1","DC","SDC2",0.252666666666667,0.1485,0.76677241664917,0.27420084052862,NA
"371",371,"T:TGFB1_Mono:SDC2","T","TGFB1","Mono","SDC2",0.304142857142857,0.191666666666667,0.666149667284108,0.27420084052862,NA
"372",372,"Mono:C1QA_Gran:CD93","Mono","C1QA","Gran","CD93",0.102285714285714,0.122833333333333,-0.264097453167261,0.369054542560968,NA
"374",374,"Mono:C1QA_Mono:CD93","Mono","C1QA","Mono","CD93",0.142,0.158666666666667,-0.160108143082106,0.369054542560968,NA
"375",375,"HSPC:CXCL8_B:CD79A","HSPC","CXCL8","B","CD79A",0.642285714285714,0.461666666666667,0.476363637947927,0.324155318753784,NA
"377",377,"Mono:CXCL8_B:CD79A","Mono","CXCL8","B","CD79A",0.844428571428571,0.682,0.308203654169114,0.283288905429481,NA
"378",378,"Mono:CXCL8_DC:CD79A","Mono","CXCL8","DC","CD79A",0.171666666666667,0.222833333333333,-0.376355128022772,0.283288905429481,NA
"379",379,"Gran:ADRB2_Mono:ADM","Gran","ADRB2","Mono","ADM",0.102142857142857,0.0813333333333333,0.328669672766418,NA,0.456471928300587
"380",380,"NK:ADRB2_Mono:ADM","NK","ADRB2","Mono","ADM",0.16,0.093,0.782769283779331,NA,0.456471928300587
"381",381,"T:ADRB2_Mono:ADM","T","ADRB2","Mono","ADM",0.134428571428571,0.0763333333333333,0.816454703295145,NA,0.456471928300587
"383",383,"Mono:ACKR3_Gran:ADM","Mono","ACKR3","Gran","ADM",0.046,0.04,0.20163386116965,0.259583131144177,NA
"385",385,"Mono:ACKR3_Mono:ADM","Mono","ACKR3","Mono","ADM",0.103714285714286,0.0536666666666667,0.950516438544686,0.259583131144177,0.456471928300587
"386",386,"DC:RAMP1_Mono:ADM","DC","RAMP1","Mono","ADM",0.0946666666666667,0.0531666666666667,0.832334505739813,NA,0.456471928300587
"387",387,"HSPC:RAMP1_Mono:ADM","HSPC","RAMP1","Mono","ADM",0.0674285714285714,0.105666666666667,-0.648088402114014,NA,0.456471928300587
"388",388,"NK:RAMP1_Mono:ADM","NK","RAMP1","Mono","ADM",0.129166666666667,0.0955,0.435661171404695,NA,0.456471928300587
"389",389,"T:RAMP1_Mono:ADM","T","RAMP1","Mono","ADM",0.057,0.0308333333333333,0.886471054369586,NA,0.456471928300587
"390",390,"Ery:CALM1_DC:FAS","Ery","CALM1","DC","FAS",0.0976,0.430333333333333,-2.14050154191051,-0.436247425136071,NA
"391",391,"Ery:CALM1_Ery:FAS","Ery","CALM1","Ery","FAS",0.192833333333333,0.432833333333333,-1.16645714957092,-0.436247425136071,NA
"392",392,"Ery:CALM1_Gran:FAS","Ery","CALM1","Gran","FAS",0.161166666666667,0.439666666666667,-1.4478567697747,-0.436247425136071,NA
"393",393,"Ery:CALM1_HSPC:FAS","Ery","CALM1","HSPC","FAS",0.170833333333333,0.416,-1.28399402446944,-0.436247425136071,NA
"394",394,"Ery:CALM1_Mono:FAS","Ery","CALM1","Mono","FAS",0.183333333333333,0.430666666666667,-1.2321025462819,-0.436247425136071,NA
"395",395,"Ery:CALM1_NK:FAS","Ery","CALM1","NK","FAS",0.108,0.332666666666667,-1.62304600245264,-0.436247425136071,NA
"396",396,"Ery:CALM1_T:FAS","Ery","CALM1","T","FAS",0.199833333333333,0.434666666666667,-1.12111221081685,-0.436247425136071,NA
"397",397,"B:CALM1_B:SELL","B","CALM1","B","SELL",0.511,0.487833333333333,0.0669349512500271,NA,-0.274040408620871
"398",398,"DC:CALM1_B:SELL","DC","CALM1","B","SELL",0.484166666666667,0.610333333333333,-0.334093627505446,NA,-0.274040408620871
"399",399,"Ery:CALM1_B:SELL","Ery","CALM1","B","SELL",0.229666666666667,0.542666666666667,-1.24052481156196,-0.436247425136071,-0.274040408620871
"400",400,"Ery:CALM1_DC:SELL","Ery","CALM1","DC","SELL",0.3356,0.655166666666667,-0.965119242150477,-0.436247425136071,NA
"401",401,"Ery:CALM1_Ery:SELL","Ery","CALM1","Ery","SELL",0.166833333333333,0.150333333333333,0.150242635580612,-0.436247425136071,NA
